name2	S	ThetaW	ThetaPi	ThetaH	TajD	seqbp
GRMZM2G372200	7	1.47406	2.89293	2.42841	2.42829	429
GRMZM2G372293	0	0	0	NA	NA	1
GRMZM2G372297	13	2.73938	3.2889	4.17208	0.578393	250
GRMZM2G372390	0	0	0	NA	NA	190
GRMZM2G372398	16	3.3733	3.1193	2.4978	-0.224836	476
GRMZM2G372440	0	0	0	NA	NA	77
GRMZM2G372475	26	5.45557	9.24788	11.2432	2.20082	310
GRMZM2G372477	18	3.78141	3.85029	2.24563	0.0551515	579
GRMZM2G372509	0	0	NA	NA	NA	0
GRMZM2G372553	1	0.207531	0.109317	NA	-0.585763	70
GRMZM2G372632	10	2.10762	2.49568	10.5263	0.504761	700
GRMZM2G372633	1	0.211494	0.347222	0.0972222	0.809499	47
GRMZM2G372709	6	1.28649	1.25924	1.30411	-0.0522451	61
GRMZM2G372812	4	0.861014	1.012	NA	0.385037	109
GRMZM2G372870	11	2.30773	4.21521	2.49223	2.29962	343
GRMZM2G372877	32	6.71294	10.6917	11.3857	1.91528	777
GRMZM2G372892	1	0.227534	0.231884	NA	0.0259444	46
GRMZM2G372928	11	2.332	2.44293	2.05031	0.133734	413
GRMZM2G372952	18	3.86421	4.3125	NA	0.358947	319
GRMZM2G372985	2	0.429188	0.41112	NA	-0.0719182	306
GRMZM2G373023	3	0.633104	0.368599	NA	-0.816282	175
GRMZM2G373106	1	0.216029	0.448276	NA	1.38515	187
GRMZM2G373124	6	1.27421	2.34014	1.00804	2.0439	364
GRMZM2G373132	3	0.638874	0.401442	2.05653	-0.732731	170
GRMZM2G373175	8	1.70781	1.67722	6.10768	-0.0473394	969
GRMZM2G373195	2	0.423241	0.492421	0.0457627	0.275373	116
GRMZM2G373227	0	0	0	NA	NA	66
GRMZM2G373277	0	0	0	NA	NA	20
GRMZM2G373292	0	0	0	NA	NA	58
GRMZM2G373329	7	1.5099	2.36759	4.10671	1.46786	328
GRMZM2G373341	13	2.71721	2.3353	9.36242	-0.401976	692
GRMZM2G373396	5	1.10853	1.60464	1.25469	1.08405	109
GRMZM2G373420	0	0	0	NA	NA	120
GRMZM2G373435	6	1.28046	1.09114	0.0275883	-0.363021	204
GRMZM2G373522	3	0.629029	1.02453	0	1.22054	157
GRMZM2G373554	0	0	0	NA	NA	87
GRMZM2G373589	3	0.639304	0.95471	0.707143	0.973365	97
GRMZM2G373596	0	0	0	NA	NA	11
GRMZM2G373598	18	3.77469	4.09615	9.93749	0.257393	211
GRMZM2G373607	6	1.25168	0.766035	3.70501	-0.931212	243
GRMZM2G373652	1	0.235098	0.142308	NA	-0.553413	97
GRMZM2G373653	2	0.418913	0.350624	2.04938	-0.271825	224
GRMZM2G373717	20	4.17504	5.43543	14.1948	0.921489	326
GRMZM2G373738	0	0	0	0	NA	163
GRMZM2G373779	0	0	0	NA	NA	19
GRMZM2G373828	0	0	0	NA	NA	24
GRMZM2G373859	1	0.211494	0.146329	NA	-0.38865	100
GRMZM2G373914	1	0.211494	0.495536	0.679067	1.69406	153
GRMZM2G373928	1	0.214445	0.488136	NA	1.63232	131
GRMZM2G373936	1	0.212935	0.508197	NA	1.76098	31
GRMZM2G373958	1	0.208796	0.380597	NA	1.02464	106
GRMZM2G374010	1	0.211494	0.289187	0.0600198	0.463367	80
GRMZM2G374044	8	1.68254	2.90281	NA	1.888	352
GRMZM2G374065	18	3.77056	6.63175	8.95571	2.29098	510
GRMZM2G374068	3	0.629141	0.798143	0.00662526	0.521549	75
GRMZM2G374074	0	0	0	NA	NA	5
GRMZM2G374076	1	0.210116	0.0596737	NA	-0.897256	38
GRMZM2G374084	2	0.424825	0.606027	0.00702371	0.721279	169
GRMZM2G374085	9	1.91078	2.67339	NA	1.07747	138
GRMZM2G374088	20	4.21682	4.69578	3.10105	0.350173	427
GRMZM2G374169	14	2.99108	4.03113	2.55789	1.02965	246
GRMZM2G374203	4	0.857854	1.36712	0.576491	1.29868	152
GRMZM2G374213	7	1.50853	2.18687	1.00298	1.16094	177
GRMZM2G374252	4	0.858972	0.235936	0.00598426	-1.58881	254
GRMZM2G374255	5	1.08055	1.41075	0	0.721524	76
GRMZM2G374302	7	1.46829	2.31029	0.470862	1.44103	431
GRMZM2G374309	20	4.20711	4.55036	4.26316	0.250962	494
GRMZM2G374313	1	0.214445	0.499435	NA	1.69972	179
GRMZM2G374327	0	0	0	NA	NA	18
GRMZM2G374385	16	3.39849	4.0508	8.15534	0.577416	439
GRMZM2G374475	0	0	0	NA	NA	389
GRMZM2G374574	16	3.37553	3.84693	6.71283	0.417281	1233
GRMZM2G374575	1	0.212935	0.506081	NA	1.74836	48
GRMZM2G374596	0	0	0	NA	NA	59
GRMZM2G374629	2	0.426145	0.651272	0.136116	0.896125	96
GRMZM2G374777	0	0	0	NA	NA	79
GRMZM2G374779	0	0	0	0	NA	231
GRMZM2G374801	4	0.839203	1.18234	NA	0.875031	254
GRMZM2G374812	2	0.417647	0.244888	2.00127	-0.687671	390
GRMZM2G374827	17	3.59003	4.19439	3.51091	0.508149	596
GRMZM2G374969	35	7.30589	9.94681	14.467	1.17152	325
GRMZM2G374971	1	0.212935	0.0936013	NA	-0.711722	122
GRMZM2G374973	17	3.57485	3.05624	9.82951	-0.436046	540
GRMZM2G374986	4	0.854829	1.49239	0.575673	1.62586	256
GRMZM2G374989	5	1.14939	0.636089	0.0273002	-1.12163	166
GRMZM2G375015	1	0.211494	0.03125	1.96875	-1.075	120
GRMZM2G375064	56	11.7897	16.0677	28.8153	1.22577	1442
GRMZM2G375113	11	2.3123	2.06616	2.76545	-0.296735	238
GRMZM2G375116	37	7.79639	8.60501	14.913	0.340889	547
GRMZM2G375119	9	1.91276	2.89178	NA	1.38322	244
GRMZM2G375153	1	0.211494	0.146329	NA	-0.38865	106
GRMZM2G375159	1	0.217694	0.249351	NA	0.188806	126
GRMZM2G375172	8	1.68531	1.61333	2.47279	-0.111362	598
GRMZM2G375197	1	0.219447	0.139762	NA	-0.475248	50
GRMZM2G375222	19	3.98362	4.44304	9.97578	0.351141	1028
GRMZM2G375249	0	0	0	NA	NA	5
GRMZM2G375302	1	0.214445	0.363842	NA	0.891022	25
GRMZM2G375307	6	1.26977	1.30719	1.05804	0.0717523	142
GRMZM2G375310	1	0.216029	0.312765	NA	0.576945	28
GRMZM2G375435	1	0.210116	0.115618	NA	-0.563599	86
GRMZM2G375504	13	2.74329	4.14663	7.38702	1.47707	406
GRMZM2G375517	2	0.424561	0.214666	0.0041958	-0.835494	169
GRMZM2G375593	12	2.64885	3.56677	5.59573	1.03151	578
GRMZM2G375602	1	0.208796	0.408692	NA	1.1922	255
GRMZM2G375607	2	0.426145	0.656	0.169371	0.914945	37
GRMZM2G375675	15	3.15264	2.24726	14.0648	-0.846176	620
GRMZM2G375696	1	0.216029	0.130672	NA	-0.509081	54
GRMZM2G375707	7	1.46709	3.10199	NA	2.798	351
GRMZM2G375762	0	0	0	0	NA	58
GRMZM2G375782	4	0.840581	1.46078	NA	1.58157	136
GRMZM2G375807	5	1.05647	0.908681	5.05449	-0.32293	677
GRMZM2G375856	9	1.90664	2.91324	4.75191	1.4222	592
GRMZM2G375904	0	0	0	0	NA	255
GRMZM2G375975	7	1.47386	0.852857	5.00187	-1.0628	329
GRMZM2G375984	14	3.01634	3.70927	5.37954	0.686003	375
GRMZM2G376061	2	0.420232	0.722145	NA	1.20177	61
GRMZM2G376067	11	2.28917	2.43403	5.83103	0.174642	250
GRMZM2G376074	17	3.58784	4.33656	4.29624	0.629518	700
GRMZM2G376085	28	5.85506	7.79214	6.51472	1.05201	554
GRMZM2G376103	3	0.633402	0.917975	0.0859188	0.878211	63
GRMZM2G376105	4	0.856568	1.31788	NA	1.17641	62
GRMZM2G376255	6	1.27077	0.941708	NA	-0.630969	192
GRMZM2G376265	2	0.428964	0.190442	3.67611	-0.949444	317
GRMZM2G376282	6	1.26007	1.52927	2.0898	0.516184	210
GRMZM2G376292	8	1.69223	2.75086	3.86713	1.63793	298
GRMZM2G376305	2	0.418913	0.197244	0.0172222	-0.882358	68
GRMZM2G376395	0	0	0	NA	NA	29
GRMZM2G376416	7	1.46823	1.30918	0	-0.272211	291
GRMZM2G376444	0	0	0	NA	NA	94
GRMZM2G376540	0	0	0	NA	NA	37
GRMZM2G376548	1	0.207531	0.0285714	1.97143	-1.06734	93
GRMZM2G376595	4	0.847417	0.910799	0.318449	0.16163	263
GRMZM2G376618	0	0	0	NA	NA	4
GRMZM2G376619	0	0	0	NA	NA	43
GRMZM2G376632	4	0.850919	1.57323	0.00175593	1.84196	204
GRMZM2G376661	0	0	NA	NA	NA	NA
GRMZM2G376674	1	0.211494	0.245536	NA	0.203029	76
GRMZM2G376684	3	0.656722	1.39053	0.417163	2.26459	101
GRMZM2G376727	3	0.625124	0.115138	3.94283	-1.57385	120
GRMZM2G376731	11	2.3343	2.23061	6.33894	-0.125011	563
GRMZM2G376743	12	2.55561	3.67626	0.212467	1.25932	305
GRMZM2G376757	0	0	0	NA	NA	59
GRMZM2G376760	11	2.40519	3.11552	NA	0.856358	231
GRMZM2G376809	10	2.10312	3.17133	0.550464	1.38945	322
GRMZM2G376825	0	0	0	NA	NA	21
GRMZM2G376829	1	0.214445	0.183051	0	-0.187238	175
GRMZM2G376918	2	0.44433	0.323823	0.0361582	-0.479681	167
GRMZM2G376919	1	0.212935	0.0634585	NA	-0.891497	15
GRMZM2G376927	0	0	0	NA	NA	24
GRMZM2G376930	1	0.2324	0.418118	NA	1.10765	35
GRMZM2G376957	4	0.879973	0.965382	0.0545056	0.217802	89
GRMZM2G376959	0	0	0	0	NA	82
GRMZM2G377079	4	0.846781	0.389286	5.64898	-1.16666	172
GRMZM2G377113	1	0.208796	0.294996	1.37665	0.514102	43
GRMZM2G377115	10	2.11143	1.90306	2.72143	-0.271042	473
GRMZM2G377123	0	0	0	NA	NA	95
GRMZM2G377131	1	0.212935	0.389212	NA	1.05134	102
GRMZM2G377161	2	0.420291	0.203153	1.80253	-0.864322	58
GRMZM2G377168	0	0	0	NA	NA	14
GRMZM2G377194	8	1.71796	3.04997	NA	2.06091	229
GRMZM2G377199	7	1.47604	2.89729	1.00698	2.43237	534
GRMZM2G377215	25	5.24339	7.72855	7.51495	1.49348	450
GRMZM2G377250	0	0	0	NA	NA	68
GRMZM2G377311	4	0.839316	0.703299	6.38987	-0.346858	372
GRMZM2G377341	18	3.79431	3.17064	10.1308	-0.499374	1408
GRMZM2G377357	1	0.207531	0.0285714	0.000414079	-1.06734	104
GRMZM2G377369	8	1.68843	2.60446	4.16667	1.41728	614
GRMZM2G377373	1	0.211494	0.0615079	NA	-0.894535	70
GRMZM2G377451	3	0.630407	0.263949	NA	-1.13091	175
GRMZM2G377487	20	4.2434	7.42265	5.13338	2.32441	376
GRMZM2G377502	0	0	0	NA	NA	12
GRMZM2G377539	3	0.680673	1.24657	0.237844	1.74639	88
GRMZM2G377550	6	1.27369	1.76906	NA	0.949852	56
GRMZM2G377553	2	0.42161	0.150447	0.00632909	-1.07937	176
GRMZM2G377562	0	0	0	NA	NA	62
GRMZM2G377563	7	1.48863	2.79555	NA	2.23668	229
GRMZM2G377589	6	1.26941	1.30326	0.0402829	0.0649063	192
GRMZM2G377595	5	1.08316	1.60214	0.320024	1.13404	200
GRMZM2G377600	5	1.05358	1.49154	2.18096	0.95699	58
GRMZM2G377609	2	0.423051	0.691304	0.22118	1.06779	150
GRMZM2G377613	1	0.229885	0.502114	0	1.62361	46
GRMZM2G377615	14	2.91837	5.25554	4.07206	2.31381	331
GRMZM2G377641	4	0.839257	0.175086	5.91187	-1.69371	178
GRMZM2G377647	1	0.216029	0.130672	0	-0.509081	181
GRMZM2G377663	5	1.07577	0.980561	0.00175593	-0.208045	159
GRMZM2G377686	2	0.417593	0.141791	0.00746269	-1.09784	313
GRMZM2G377694	1	0.217694	0.342857	NA	0.74649	67
GRMZM2G377713	8	1.67594	1.12214	1.98623	-0.856845	351
GRMZM2G377761	22	4.69529	5.27021	10.355	0.38679	592
GRMZM2G377780	9	1.91359	2.354	4.51986	0.622255	427
GRMZM2G377787	2	0.418913	0.924919	0.779788	2.01417	52
GRMZM2G377797	1	0.219447	0.352201	NA	0.791763	113
GRMZM2G377855	1	0.217694	0.222727	0.0318182	0.0300214	52
GRMZM2G377862	0	0	0	NA	NA	193
GRMZM2G377887	1	0.208796	0.0856014	0.00395083	-0.73475	230
GRMZM2G377889	4	0.87016	0.413386	1.96552	-1.16483	336
GRMZM2G377904	7	1.48387	2.13443	2.02388	1.11338	142
GRMZM2G378040	2	0.423051	0.996991	0.784598	2.28458	217
GRMZM2G378054	13	2.75651	4.92113	3.79044	2.27835	157
GRMZM2G378073	11	2.30281	3.29275	3.62251	1.19345	257
GRMZM2G378106	5	1.06069	1.07681	3.24403	0.035233	456
GRMZM2G378117	2	0.42161	0.387893	NA	-0.13421	168
GRMZM2G378121	0	0	0	NA	NA	23
GRMZM2G378167	0	0	0	NA	NA	2
GRMZM2G378215	3	0.641057	0.613132	NA	-0.0861786	105
GRMZM2G378217	1	0.214445	0.508475	NA	1.75363	31
GRMZM2G378301	1	0.217694	0.0701299	0.0025974	-0.880088	32
GRMZM2G378340	0	0	0	0	NA	46
GRMZM2G378402	1	0.225329	0.156028	NA	-0.413315	63
GRMZM2G378442	1	0.217694	0.415584	NA	1.18024	42
GRMZM2G378452	7	1.463	1.83067	3.16613	0.629233	277
GRMZM2G378490	1	0.211494	0.309524	NA	0.584661	24
GRMZM2G378515	0	0	NA	NA	NA	NA
GRMZM2G378547	17	3.56487	4.54117	8.38733	0.82087	268
GRMZM2G378567	3	0.634735	0.649463	NA	0.0454506	117
GRMZM2G378580	29	6.06266	6.02085	17.865	-0.0220037	585
GRMZM2G378604	15	3.15538	3.56737	2.50873	0.385053	426
GRMZM2G378607	2	0.420291	0.642741	NA	0.88547	40
GRMZM2G378653	3	0.633357	0.995555	1.12518	1.11777	162
GRMZM2G378665	16	3.3652	3.92478	0.0531168	0.495333	307
GRMZM2G378717	1	0.207531	0.0563147	0.00165631	-0.901874	281
GRMZM2G378762	4	0.840287	1.20455	NA	0.928922	92
GRMZM2G378770	2	0.429563	0.725782	NA	1.17911	33
GRMZM2G378805	1	0.207531	0.248447	NA	0.244028	58
GRMZM2G378836	7	1.4865	2.0528	0.140075	0.969181	545
GRMZM2G378852	2	0.430474	0.833652	NA	1.60486	96
GRMZM2G378872	2	0.465539	0.192838	NA	-1.08549	105
GRMZM2G378883	0	0	0	NA	NA	39
GRMZM2G378907	15	3.16349	5.19887	6.09055	1.90228	282
GRMZM2G378949	0	0	0	NA	NA	47
GRMZM2G379002	11	2.31496	2.01157	2.4192	-0.365754	211
GRMZM2G379005	1	0.211494	0.410714	NA	1.18817	210
GRMZM2G379021	7	1.50609	2.14737	0.457379	1.09751	335
GRMZM2G379035	3	0.656976	1.07386	NA	1.28652	87
GRMZM2G379044	16	3.35566	5.09053	2.66103	1.53567	107
GRMZM2G379128	4	0.851952	1.3727	NA	1.32798	165
GRMZM2G379167	15	3.1515	5.56997	4.39405	2.26033	285
GRMZM2G379179	8	1.71601	1.70427	0.578531	-0.0181539	190
GRMZM2G379219	8	1.71204	2.07465	0.0783605	0.561031	95
GRMZM2G379237	0	0	0	NA	NA	49
GRMZM2G379252	4	0.854416	0.887644	2.71848	0.0847361	197
GRMZM2G379271	0	0	0	NA	NA	67
GRMZM2G379278	1	0.219447	0.201258	NA	-0.108481	59
GRMZM2G379286	5	1.04811	0.736464	3.96163	-0.680989	639
GRMZM2G379327	4	0.833921	1.08388	0.795849	0.637431	134
GRMZM2G379445	13	2.75143	3.72679	3.36601	1.0266	464
GRMZM2G379490	1	0.214445	0.259322	1.46949	0.267653	84
GRMZM2G379538	0	0	0	NA	NA	39
GRMZM2G379540	3	0.627709	0.589869	3.24986	-0.116777	249
GRMZM2G379546	1	0.211494	0.0615079	NA	-0.894535	60
GRMZM2G379575	0	0	0	NA	NA	34
GRMZM2G379577	16	3.39702	4.80785	1.43205	1.24884	379
GRMZM2G379608	0	0	NA	NA	NA	NA
GRMZM2G379652	5	1.0552	0.838473	0.325424	-0.473578	215
GRMZM2G379656	1	0.211494	0.146329	0.0124008	-0.38865	90
GRMZM2G379686	1	0.208796	0.0579456	1.9122	-0.899693	277
GRMZM2G379706	10	2.11354	2.56141	5.41348	0.582557	332
GRMZM2G379746	14	2.97044	3.08312	1.30923	0.111558	438
GRMZM2G379758	7	1.54889	2.31379	0.543434	1.30907	275
GRMZM2G379770	18	3.75091	3.32618	9.17254	-0.340081	457
GRMZM2G379773	0	0	0	NA	NA	33
GRMZM2G379780	33	7.02652	10.1971	13.3819	1.48409	421
GRMZM2G379804	16	3.35927	4.54806	4.80868	1.0523	655
GRMZM2G379913	9	1.8853	2.39115	1.66405	0.714696	568
GRMZM2G379964	16	3.39752	6.19907	4.47228	2.47988	586
GRMZM2G380015	5	1.06987	1.30311	NA	0.509663	83
GRMZM2G380088	1	0.216029	0.45977	NA	1.4537	89
GRMZM2G380091	2	0.429188	0.242749	NA	-0.742125	44
GRMZM2G380094	3	0.639304	0.659066	0.168298	0.0609878	91
GRMZM2G380113	1	0.225329	0.0416667	NA	-1.09538	127
GRMZM2G380138	1	0.208796	0.34899	NA	0.836133	62
GRMZM2G380177	5	1.05495	0.643013	0.109931	-0.900129	316
GRMZM2G380184	3	0.635054	0.304389	0.0294169	-1.02046	460
GRMZM2G380195	2	0.423051	0.662532	2.4043	0.953261	73
GRMZM2G380197	0	0	0	0	NA	30
GRMZM2G380205	20	4.22486	5.06634	4.65632	0.615223	617
GRMZM2G380242	2	0.422988	0.625	0.573413	0.804114	82
GRMZM2G380247	10	2.11876	3.68262	2.68785	2.03418	242
GRMZM2G380280	1	0.210116	0.192541	NA	-0.104821	59
GRMZM2G380284	3	0.666525	0.370478	NA	-0.913619	133
GRMZM2G380286	18	3.92152	6.37613	1.25444	1.96543	538
GRMZM2G380291	13	2.8255	4.04069	0.348064	1.27903	269
GRMZM2G380319	1	0.216029	0.435572	NA	1.30938	174
GRMZM2G380361	7	1.49089	1.93532	3.65252	0.760597	180
GRMZM2G380368	0	0	NA	NA	NA	NA
GRMZM2G380377	0	0	0	NA	NA	11
GRMZM2G380414	1	0.216029	0.0998185	0.00544465	-0.693092	60
GRMZM2G380432	5	1.10006	1.74234	NA	1.40347	152
GRMZM2G380456	11	2.31392	0.950526	9.75838	-1.64369	896
GRMZM2G380457	1	0.208796	0.485953	0.320018	1.65299	125
GRMZM2G380515	3	0.638874	1.46469	0.590315	2.54852	146
GRMZM2G380518	3	0.646827	0.591645	0.000564972	-0.170296	64
GRMZM2G380561	4	0.860382	0.501894	NA	-0.914182	217
GRMZM2G380582	7	1.49861	2.87265	0.477389	2.35156	117
GRMZM2G380619	0	0	0	0	NA	313
GRMZM2G380650	3	0.629087	0.592082	0.797163	-0.114201	275
GRMZM2G380656	1	0.216029	0.3902	NA	1.03878	59
GRMZM2G380665	9	1.89256	2.45723	4.64344	0.797805	332
GRMZM2G380668	2	0.42738	0.385742	NA	-0.165741	138
GRMZM2G380732	43	9.01336	13.9174	10.9389	1.79939	771
GRMZM2G380738	1	0.208796	0.408692	NA	1.1922	52
GRMZM2G380754	9	1.87934	1.90756	4.76835	0.039882	286
GRMZM2G380765	0	0	0	NA	NA	1
GRMZM2G380789	1	0.214445	0.0333333	NA	-1.08017	291
GRMZM2G380897	1	0.217694	0.0701299	NA	-0.880088	108
GRMZM2G380939	1	0.216029	0.241984	0.0387175	0.154802	196
GRMZM2G380955	2	0.442594	0.484917	NA	0.168468	76
GRMZM2G381024	2	0.42738	0.405172	0.0649583	-0.0883987	112
GRMZM2G381025	15	3.20022	4.01396	2.04586	0.760528	383
GRMZM2G381051	10	2.09647	2.50506	3.97723	0.531468	250
GRMZM2G381059	4	0.843342	0.687492	0.000967802	-0.397434	349
GRMZM2G381071	2	0.428964	0.604524	0.226652	0.698822	68
GRMZM2G381076	7	1.46306	1.81873	3.82922	0.608691	311
GRMZM2G381086	2	0.432138	0.46787	NA	0.14223	190
GRMZM2G381129	1	0.212935	0.274987	0.0528821	0.370083	83
GRMZM2G381138	0	0	0	NA	NA	2
GRMZM2G381168	4	0.882123	0.776674	NA	-0.268907	242
GRMZM2G381267	10	2.10639	2.39424	2.77213	0.374417	221
GRMZM2G381318	2	0.423051	0.123132	NA	-1.19384	43
GRMZM2G381376	0	0	0	0	NA	54
GRMZM2G381378	0	0	0	0	NA	255
GRMZM2G381386	3	0.622594	0.461284	5.10393	-0.497814	293
GRMZM2G381395	7	1.47651	1.22971	7.06064	-0.422371	657
GRMZM2G381402	14	2.96176	2.45584	7.84676	-0.500868	396
GRMZM2G381404	14	2.97434	4.5482	3.17122	1.55813	557
GRMZM2G381429	26	5.48186	6.02509	7.66234	0.315256	500
GRMZM2G381441	0	0	0	NA	NA	208
GRMZM2G381453	22	4.61815	5.94527	5.27242	0.892844	363
GRMZM2G381470	0	0	NA	NA	NA	NA
GRMZM2G381473	9	1.88474	3.17322	4.87971	1.82047	331
GRMZM2G381483	0	0	0	NA	NA	53
GRMZM2G381488	16	3.35464	2.05598	17.4203	-1.14955	955
GRMZM2G381576	6	1.30619	1.83368	1.60921	1.01144	276
GRMZM2G381589	2	0.418913	0.171603	NA	-0.984423	82
GRMZM2G381638	0	0	0	0	NA	30
GRMZM2G381646	0	0	0	NA	NA	97
GRMZM2G381652	0	0	0	NA	NA	55
GRMZM2G381659	0	0	0	NA	NA	9
GRMZM2G381691	4	0.836618	0.915414	0.233977	0.200939	163
GRMZM2G381739	3	0.655777	1.21138	NA	1.71463	82
GRMZM2G381744	5	1.04673	0.615926	5.52976	-0.941368	381
GRMZM2G381748	3	0.668149	0.677523	NA	0.0289294	86
GRMZM2G381766	16	3.47066	4.14926	NA	0.600691	457
GRMZM2G381782	7	1.4826	1.05516	0.00745921	-0.731542	445
GRMZM2G381802	6	1.28395	1.00223	2.1202	-0.540195	625
GRMZM2G381822	7	1.46967	1.07844	4.03596	-0.669569	209
GRMZM2G381835	4	0.844793	1.13961	NA	0.751809	201
GRMZM2G381838	5	1.05629	1.62969	NA	1.25295	224
GRMZM2G381842	6	1.27081	2.44231	0.414595	2.24633	298
GRMZM2G381933	0	0	0	NA	NA	23
GRMZM2G381991	4	0.835186	0.307726	NA	-1.34508	62
GRMZM2G382009	1	0.217694	0.0701299	NA	-0.880088	50
GRMZM2G382035	1	0.214445	0.508475	NA	1.75363	67
GRMZM2G382038	0	0	0	NA	NA	49
GRMZM2G382077	2	0.419025	0.228364	NA	-0.758931	149
GRMZM2G382104	11	2.31506	2.23436	0.788597	-0.0972942	557
GRMZM2G382106	6	1.27341	1.35675	0.02246	0.159801	189
GRMZM2G382170	0	0	NA	NA	NA	0
GRMZM2G382273	7	1.63296	0.70495	9.19326	-1.58821	828
GRMZM2G382323	0	0	0	NA	NA	109
GRMZM2G382341	27	5.67108	6.99128	7.79264	0.740756	481
GRMZM2G382344	2	0.435387	0.433117	NA	-0.0090371	65
GRMZM2G382345	3	0.650232	1.27315	NA	1.92237	102
GRMZM2G382350	11	2.30118	3.19929	5.81914	1.08275	156
GRMZM2G382356	0	0	0	NA	NA	3
GRMZM2G382379	1	0.229885	0.0887949	NA	-0.841479	101
GRMZM2G382387	0	0	NA	NA	NA	NA
GRMZM2G382393	0	0	0	NA	NA	9
GRMZM2G382534	2	0.422988	0.203869	0.0178571	-0.872209	114
GRMZM2G382557	11	2.32132	3.42514	0.509585	1.33074	294
GRMZM2G382568	1	0.214445	0.49435	NA	1.66939	101
GRMZM2G382569	1	0.214445	0.49435	NA	1.66939	216
GRMZM2G382673	0	0	0	NA	NA	103
GRMZM2G382711	0	0	0	NA	NA	26
GRMZM2G382717	7	1.52735	1.63476	0.985062	0.18383	285
GRMZM2G382747	5	1.07601	1.95978	0.0639873	1.93113	256
GRMZM2G382774	2	0.44433	0.641894	NA	0.786409	64
GRMZM2G382785	7	1.49149	2.62739	0.508013	1.94401	358
GRMZM2G382792	3	0.627709	1.0382	3.11105	1.26682	157
GRMZM2G382914	25	5.25103	7.22399	6.80851	1.18567	293
GRMZM2G382918	17	3.64382	6.70402	NA	2.573	223
GRMZM2G383088	4	0.842077	1.72342	2.15404	2.24753	276
GRMZM2G383114	2	0.420291	0.326246	2.03196	-0.374348	46
GRMZM2G383122	4	0.836506	1.1258	0.0109745	0.737732	140
GRMZM2G383154	13	2.72686	3.93651	6.54076	1.27321	275
GRMZM2G383210	7	1.48174	2.38892	1.50101	1.55257	747
GRMZM2G383215	0	0	0	NA	NA	114
GRMZM2G383240	0	0	0	NA	NA	62
GRMZM2G383303	2	0.442701	0.21813	NA	-0.893911	55
GRMZM2G383338	8	1.69812	2.40374	0.754464	1.09173	184
GRMZM2G383404	7	1.46577	1.65945	1.92343	0.331466	356
GRMZM2G383408	33	6.91038	9.08865	11.8004	1.01961	312
GRMZM2G383425	1	0.216029	0.0677556	NA	-0.884319	51
GRMZM2G383458	2	0.432138	0.679184	NA	0.983372	78
GRMZM2G383497	5	1.05996	1.59846	NA	1.17669	137
GRMZM2G383540	3	0.645561	1.07317	0.0913753	1.31963	150
GRMZM2G383555	3	0.633226	0.29968	0.00175593	-1.02935	126
GRMZM2G383594	5	1.05357	1.77049	1.16895	1.56656	132
GRMZM2G383623	31	6.58108	8.31702	7.72342	0.860057	672
GRMZM2G383680	1	0.217694	0.298701	NA	0.48314	36
GRMZM2G383699	1	0.221297	0.0754148	NA	-0.870059	61
GRMZM2G383735	6	1.25036	1.53893	1.05487	0.553332	69
GRMZM2G383778	3	0.697939	0.189025	0.00238866	-1.57054	291
GRMZM2G383790	7	1.49604	2.61418	0.612794	1.9136	341
GRMZM2G383807	2	0.420232	0.459207	0.186946	0.155143	281
GRMZM2G383819	2	0.438264	0.0739247	0.000528821	-1.45026	78
GRMZM2G383833	2	0.416328	0.0857265	0.0020953	-1.31597	320
GRMZM2G383841	11	2.31852	3.1627	1.79293	1.01773	183
GRMZM2G383854	7	1.46036	1.12625	2.15455	-0.571815	482
GRMZM2G383881	35	7.31669	10.6935	13.4012	1.49797	567
GRMZM2G383883	0	0	NA	NA	NA	NA
GRMZM2G383937	1	0.211494	0.0615079	NA	-0.894535	143
GRMZM2G384070	3	0.627822	1.18765	0.473015	1.72766	124
GRMZM2G384090	2	0.417593	0.730465	0.112379	1.2454	205
GRMZM2G384128	2	0.420466	0.654234	0.59793	0.930517	227
GRMZM2G384250	0	0	0	NA	NA	50
GRMZM2G384255	0	0	0	NA	NA	23
GRMZM2G384293	6	1.24519	1.76812	2.11594	1.0027	236
GRMZM2G384298	0	0	NA	NA	NA	NA
GRMZM2G384311	5	1.05196	1.67036	NA	1.35129	56
GRMZM2G384327	4	0.843792	0.635967	1.12023	-0.529976	87
GRMZM2G384331	1	0.2324	0.214866	NA	-0.10457	72
GRMZM2G384338	1	0.221297	0.208145	NA	-0.0784416	66
GRMZM2G384339	6	1.27224	1.14847	2.45479	-0.237335	310
GRMZM2G384386	3	0.653339	1.09946	NA	1.37676	210
GRMZM2G384394	37	7.76162	10.1199	8.24675	0.994168	634
GRMZM2G384439	7	1.47462	1.64164	2.46978	0.285832	297
GRMZM2G384463	3	0.667193	0.407296	NA	-0.802059	213
GRMZM2G384470	15	3.21858	4.82993	0.67897	1.50599	604
GRMZM2G384516	0	0	NA	NA	NA	NA
GRMZM2G384528	3	0.650076	1.18736	0.956674	1.65811	152
GRMZM2G384592	3	0.656587	1.00417	NA	1.07266	55
GRMZM2G384661	4	0.836506	1.225	0.506146	0.990709	128
GRMZM2G384684	0	0	0	NA	NA	69
GRMZM2G384695	1	0.208796	0.0294118	NA	-1.06987	188
GRMZM2G384706	3	0.637496	0.596795	0.112907	-0.125606	146
